text,label
"In a shelter near #Kyiv, a blind roe deer died due to #Russian shelling on March 23. The animal, frightened by the sound of a drone being shot down, ran into the enclosure and broke its neck, as reported by the Center for the Rescue of Wild Animals. 'One more victim of this terrifying reality. We do everything we can to save animals, giving them a second chance, but the war mercilessly takes them away,' the animal rights activists emphasized. 📷: Center for the Rescue of Wild Animals",2
Observations on the Ukraine negotiations: 1. Trump/Witkoff have completely discredited themselves as junior representatives of Putin. 2. The Ukrainians understand & stand up for their legitimate president. 3. The war will continue. 4. Trump will quietly play down his failure.,2
The United States and Russia have finalized discussions aimed at establishing a ceasefire in the Black Sea region amidst ongoing tensions between Kyiv and Moscow. These talks highlight the continued diplomatic efforts to address the conflict and stabilize the area. https://otdnews.com/us-and-russia-conclude-ceasefire-talks-for-black-sea/,1
"russians influencing @StateDept, same with Haass Kupchan & Graham @Mylovanov @Podolyak_M @dmtrltvn Geopolitics of Sympathy George F Kennan and NATO Enlargement https://www.tandfonline.com/doi/full/10.1080/09592296.2024.2303860 https://www.foreignaffairs.com/ukraine/perfect-has-become-enemy-good-ukraine-haass https://www.foreignaffairs.com/ukraine/redefining-success-ukraine https://www.economist.com/by-invitation/2023/10/26/thomas-graham-on-how-to-rectify-mistakes-the-west-made-in-dealing-with-russia https://www.foreignaffairs.com/asia/what-russia-really-wants",0
The USA should be excluded from any peace talks. We can't be trusted!,0
Trump hates all of Europe not just Ukraine. In fact he hates all democracies.,0
"Day 117. You can help us avoid whatever costs can be avoided by targeted sanctions and calls for new, free and fair Parliamentary elections, because things won’t just “stabilize” in Georgia, we won’t stop - and because Georgia is what Russia plans for Ukraine. #GeorgiaProtests",2
Every day we receive such news.. What kind of peace talks are we talking about if russia definitely does not want to stop the war.. #RussiaUkraineWar #RussiaIsATerroristState #RussiaPutinTrashOfHumanity #UkraineRussianWar,2
"Stop calling it peace talks. America was not asked to negotiate on behalf of russia for us. We did not invite to to surrender us, dehumanize and scapegoat us. We did not invite you to steal our resources. And no one in Europe cares what theater of peace you put on. You are no longer free world. You are russian proxy. There is nothing you can do or influence you can have anymore. Go be Russian.",2
"If “not being an idiot” is the bar, then why is Steve Witkoff parroting Kremlin talking points, forgetting the names of Ukrainian regions, and citing fake referendums staged under military occupation?  Calling that diplomacy isn’t just naive—it’s dangerous. He’s not succeeding where others failed. He’s failing where others had the courage to hold the line. And when your definition of success is handing Putin what he wants while sidelining U.S. intelligence and allies, you’re not doing diplomacy—you’re doing damage.",2
"In the USA over 60 millions speak Spanish. Does it mean that US should give, for example, Florida to Mexica? I think no. So then why Trump and Vitkoff propose Ukraine to give up forever five of our Ukrainian regions to Russia if there are russian speaking people who mostly didn’t participate in fake referendum of occupants?  When these mad politicians will pay for their dumb claimings? Are they to be stopped by someone at all?",2
JUST IN: 🇷🇺🇺🇸 Russian delegation arrives in Saudi Arabia for negotiations with the United States to end the war in Ukraine.,0
BOTTOM LINE:  1. Putin wants Ukraine! FULL STOP!!!  2. Trump wants his Ukraine property 'DEALS'! FULL STOP!!! .  'Peace' is not a GOAL other than to produce 'leverage' to FORCE Zelensky to capitulate. Typical of Trump EXTORTION policies.,0
"A horrific night… Russia attacked Kyiv,, killing three people, including a 5-year-old child😢, and injuring 10 others. This is genocide. Ukraine needs more air defence to protect civilians and more pressure on Russia to stop this war  #StopRussia #StandWithUkraine",2
"BREAKING - Bloomberg: Putin wants all weapon aid to Ukraine halted for Trump truce  Ukraine depends on international partners for 70% of its military needs, making any weapons delivery freeze during a ceasefire particularly consequential",0
No shift in U.S. position: peace in Ukraine remains priority. Talks in Saudi Arabia aim to secure a full ceasefire. Post-ceasefire territorial status not discussed yet.  #UkraineWar,1
"US President Donald Trump reportedly wants Russia and Ukraine to agree on a ceasefire by Easter Sunday, following the resumption of peace talks",0
"Note to our Ukrainian team in Saudi Arabia--stay strong, don't give an inch of territory, demand complete withdrawal of occupiers, the return of all prisoners and children, and insist on a no-fly zone over all of Ukraine. The Ukrainian people have your backs.",2
🇷🇺🇺🇸 Russia-U.S. talks in Riyadh lasted over 12 hours. Russian media report that a joint statement will be released tomorrow.,0
Russia accused of 'hollow' peace talks as fresh strike injures dozens - Russian missiles hit the city of Sumy as negotiators met the US delegation in Saudi Arabia for talks. via @BBC https://ift.tt/2V5HSoC,2
"News: Sen. Jeanne Shaheen (D-N.H.), fresh off her retirement announcement, is set to spearhead a major effort aimed at maximizing Ukraine’s leverage in the ongoing Trump-led peace talks with Russia.  The bipartisan push (Tillis/Graham among the R’s involved) will be modeled after CAATSA, the Russia sanctions bill the Senate passed 98-2 in 2017.  The goal is to strengthen that sanctions regime, codify sanctions that have been imposed via executive order since then, and, by extension, make it harder for Trump to lift sanctions on Russia as part of any peace deal.  The Graham-led portion would would lay out a series of sanctions that would be triggered if Russia re-invades Ukraine. This would help reassure Kyiv over its concerns that Russia wouldn’t abide by a diplomatic agreement anyway.  Needless to say, this is a huge undertaking, and the political environment today (i.e., GOP willingness to back Trump into a corner) is not what it was in 2017.  https://punchbowl.news/article/foreign-policy/shaheens-bipartisan-bid-to-bolster-ukraine/",2
"🇷🇺 The delivery of US weapons to Ukraine is contrary to Washington's intentions to achieve a diplomatic solution, said Maria Zakharova.",0
"Your leaders are conducting the invasion.  They are seditionists at best, traitors at worst.  Your country is screwed unless you do something drastic and soon.",1
When a  Criminal invasion happens one must be brutal,1
"Filthy Russian bastards just bombed a school, 65 victims, lots of kids.  Where's fucking Witkoff?  I hope Trump and his crew really enjoy all that fucking Russian money.",2
Don’t know how I can say this any other way. Putin is lying piece of crap. Do we really want this man to get anything for being the most aggressive Russian dictator since Stalin?,2
"TIMES says Putin has played every U.S. president since Reagan.  He used religion for Bush, poetry for Talbott, sabotage for Clinton, flattery for Trump, and open confrontation for Biden.  He finds weaknesses and exploits them. 1/",0
Talking About Talking About Peace Talks - US and Russian officials are discussing a possible truce in the Ukraine war. via @BBC https://ift.tt/zjs2WXg,1
"In an interview with the Kyiv Independent, Oksana Zabuzhko discussed why Ukrainians should not feel obligated to respect Russian literature and why it’s wrong to share a stage with Russian authors while the war continues. https://kyivindependent.com/ukrainian-author-oksana-zabuzhko-on-why-ukrainians-dont-have-to-respect-pushkin/",2
"🇺🇸 announced that it would stop weapons delivery & intelligence support, and even suspend Starlink and Maxar satellite imaging services in 🇺🇦.",0
"Even if peace talks were achieved between Russia and Ukraine, returning to pre-war energy relations with Russia would be a strategic mistake.  Cutting dependence from Russian energy is a must for the EU. @KouamAymeric95 https://strategicperspectives.eu/russian-fossil-fuel-phase-out/",2
"None of us are born for war. But when the enemy crosses the border, there is no other choice – we must defend what is ours.  📷: 101st Guard Brigade",2
Corbyn cleverly talks about peace. But what he proposes for Ukraine would allow Russia's genocide to continue in the occupied areas and would weaken Ukraine's ability to resist Putin's genocidal aggression. In short Corbyn is supporting genocide.,0
Thank you @FoxNews for reporting  russian attack on this residential building in Kyiv last night killing woman and destroying flats. My family members and their friends live in this very building. Look at their video - this is how these terror attacks look for peaceful civilians,2
"Robert Skidelsky, membre de la Chambre des Lords britannique, explique que le soutien occidental à l’Ukraine est un « mensonge évident » :  Nous avons besoin d’une politique de paix, pas d’une politique de guerre. Nous ne devons pas avoir une politique de guerre. Si cela se produit, nous risquons une escalade dangereuse du conflit, car la Russie est clairement plus forte que l’Ukraine. La politique de la guerre n’a aucun sens.  Ces dernières années, toutes les déclarations des gouvernements européens ont été : « Nous soutiendrons l’Ukraine jusqu’à sa victoire. » C'est un mensonge. Ils n’ont jamais eu l’intention de faire ça. Mais ce qu’ils ont fait, c’est aider à continuer la guerre. Et maintenant, les Américains ont tout simplement jeté cette question à la poubelle.",0
"When NATO Intelligence found out a young ex KGB  Putin would take take over in 2000, all of this shite stopped in June of 1999. Hmm, No wonder the old NATO  hate /fear him. This was Clinton's war using NATO as a front, to get at some resources. When real bear awoke,  they bolted.",0
"Guerre Russie / Ukraine  🎙️ ""La messe est dite au sens où les Américains travaillent pour les Russes. On se retrouve dans la situation de Munich où Daladier et Chamberlain ont travaillé pour Hitler."" Général Michel Yakovleff.",0
The war mongers in Europe desperately want to start WW3 with Russia.  We need to get out of NATO.,0
The EU(and UK/US) are preparing Ukraine to destroy more Russian military bases. Engels was a start to test Russia's reaction. The peace/cease-fire talks are just a distraction.,0
What those 'peace' talks are worth when the US continues weapons and intel supply?,0
"⚡️ US officials began to take Putin at his word, even when their own intelligence contradicted him, Russia managed to influence some people in the White House team, — Zelensky",0
"autocracy at least because of putin's brutal peace offering with dozens, scores injured harrowing not negotiating in good faith their remainder this is always gonna be a missing xxx you don't hold any cards",0
"In the Ukraine case as far as I know targeting information was stopped. And the US can stop software updates, munition delivery and spare parts anytime. The problem with the US is that they are no longer a reliable ally and thus their weapons are of no use anymore",0
Was UK intelligence or reconnaissance used in this attack? Did UK supply any part of weapons/delivery system used in this attack? Did any of weapons/equipment used in this attack pass through Cyprus? Directly (as above) or indirectly by our support of Israel you/we are complicit.,0
"UKRAINE: Vice President Kaja Kallas of the European Commission opposes ceasefire and peace deal in Ukraine. Insists Russia be defeated, Putin deposed, and Russia broken up. She wants WWIII.",0
"Putin’s creeping in from the east, starting with Ukraine. Trump’s pushing from the west, kicking off with Greenland. Anyone care to guess where they plan to meet in the middle? Paris?",0
Ukraine should demand that all Russia weapons delivery to the Ukraine front line should cease.,0
✈️ Russians again whines about NATO aircraft activity in the Black Sea: 4 aircraft were in the region today! ● RC-135V Rivet Joint; ● Bombardier Challenger 650 Artemis; ● P-8A Poseidon; ● E-3A Sentry.,0
"NATO expansion risks American lives & billions. Article 5 would force US troops to fight Russia over Ukraine's borders while our own remain wide open. $113B wasted on Ukraine as US cities crumble. Europe can defend Europe. Time to secure AMERICAN borders, not Kyiv's.",2
"US talks in Saudi Arabia have concluded after 12 hours, according to Russian news agencies.",0
Russia strikes Ukrainian children’s hospital amid ‘hollow’ peace talks https://youtu.be/qlw85rLUdk8?si=EnStFnNhV0m9PAb6 via @YouTube,2
"Journalist: 'As Russia continues to attack Ukraine, are you planning to impose any sort of sanctions on...' President Trump: 'Well, they're fighting against each other. We have a ceasefire on a lot of areas, and so far that's all held very well.'",0
"🇪🇺 The EU responds to Russia envoy Witkoff’s claims on Russian “referendums” in occupied Ukraine. EC spokeswoman Anitta Hipper reaffirmed support for Ukraine’s territorial integrity, calling Russia’s “referendums” a total sham. “Ukraine decides its own terms. Nothing about Ukraine without Ukraine. Ongoing Russian attacks show Russia cannot be trusted.”",2
Russia accused of 'hollow' peace talks as fresh strike injures dozens https://ift.tt/sO3rnfW,2
US is not honest....if it was should take Russia on board and could stop sharing intelligence with Ukraine and halt delivery of weapons.,0
Now NATO may be looking at Article 5 over what happened last fall here.,1
"The West lives in a simulation while Russia is shaping the real world The Ukraine conflict epitomizes the technocratic decline foreseen by Oswald Spengler, with Moscow embracing historical destiny while the machine-driven West crumbles under its own hubris https://www.rt.com/news/614311-west-russia-simulation-reality/",0
"While #Putin and #Trump are feigning peace talks in Saudi Arabia, the Russian army is bombing a school in Sumy. We are so sick of you. You are the scum of our time.",2
If Ukraine keeps producing drones at this rate I am pretty sure it could significantly disable Russias energy industry within a couple months. These plants and refineries are not replaced or fixed easily at all.,2
"US-led NATO waged war on Yugoslavia 26 years ago today. Over 70 days of bombing killed a nation and thousands of its people. It also exposed NATO and Europe. More divided than ever, Europe is nothing more than a vassal of the US with the blood of millions on its hands from regime change wars. Yugoslavia should be remembered as the opening salvo of the US quest to for full-spectrum dominance, and Europe's self-sacrifice toward this end.",0
"If anyone wonders why I see NATO as nothing more than a military tool for enforcing Western interests, it’s because the last bit of faith I had in the West disappeared in 1999 when NATO bombed Belgrade. From then on, the very last percentage of trust was lost. Since that moment, I have stopped believing Western politics and its so-called values. Instead, I have focused solely on understanding the real interests behind their actions and no longer fall for their hypocritical narratives of good and evil. Many young people today think they have everything figured out, that they understand the world, and that being on the “right” side is all that matters. But in reality, they are still blindly following the same deceptive rhetoric. And let me be absolutely clear: The day the United States leaves Bondsteel will be the day no one will question that Kosovo is and always has been a part of Serbia. Живела Србија!",0
Do you think Russian President Vladimir Putin is a good Leader? YES or NO?,0
I think maybe less the Reagan republicans winning Trump over and more Putin just not honoring anything Trump asks for and Trump getting increasingly frustrated,0
"When the war in Ukraine finally grinds to a halt, leaving half the nation either rotting in graves or crippled for life, Volodymyr Zelensky will be lounging in Miami, swimming in billions of blood-soaked cash and yapping away on some shitty TV talk show like nothing happened....",2
"Since the beginning of the full-scale invasion, Ukrainian Defense Forces have successfully destroyed 25,000+ russian artillery systems. One of the most significant days of losses for russian forces occurred on March 23, when Ukrainian forces neutralized 104 artillery systems in a single day.",2
Air raid siren 🚨 in Kyiv 😾 Attack of drones Early today,2
"A new era has begun! Hungary–US relations are back on track, based on mutual respect. We fully support @realDonaldTrump’s efforts to bring peace—if he can’t end the war in Ukraine, no one can. W/@USAmbHungary, we agreed to build on the great potential in our economic&energy ties.",0
"🇷🇺 Playing for Time: What the Kremlin Wants in U.S.-Russia Talks on Ukraine As negotiations resume in Saudi Arabia, Moscow aims to delay peace while securing more Ukrainian territory—hoping Washington won’t challenge the final borders. https://www.themoscowtimes.com/2025/03/23/playing-for-time-what-the-kremlin-wants-in-new-talks-with-the-us-on-ukraine-a88445",0
"In case you have not heard, the Israeli occupation forces have abducted Hamdan Ballal codirector of #NoOtherLand",1
How could Americans politicians peace talks with Russia. Said that Russia took over 4 part of Ukraine 🇺🇦. He said vote 🗳️ to be call Russia. But the vote was forced by Russia soldiers make people vote. This vote is fake. No statues in law. Russia doesn’t  https://youtu.be/WeH38TqdZKA,2
"I'm beyond unbelievably sorry that this is happening to you and your people.  If ONLY Iraq, Palestine, Yemen, Syria, etc had a FULLY developed and sophisticated nuclear weapons delivery system similar to 🇷🇺 and 🇨🇳 than I BET YOU that the POS United States wouldn't DARE TRY ANY",0
Good! Maybe putin will Take this conflict seriously! He acts like no one is dying in russia,0
"Zelensky on the Trump-Putin call:  Ukraine supports peace, but if Russia talks and then bombs Slovyansk, we will respond.  Russia’s goal is the same - no mobilization, no aid to Ukraine, so they can attack later.  The prisoner exchange? Pre-planned, nothing new.  0/",2
"Exposing the Truth: Bucha & Irpin Are Not Propaganda - Kyiv Post  Bucha and Irpin—two names that shook the world. But now, US Vice President J.D. Vance dismisses them as part of a 'propaganda tour.' We traveled to Bucha and Irpin to show the undeniable truth—the scars of war, the stories of survivors, and the destruction left behind after Russia’s brutal occupation. This is not propaganda. This is reality.  In this video, we uncover: What really happened in March 2022 Eyewitness accounts from survivors and residents The devastation of Irpin and its strategic role in the war How Russian disinformation fuels denial of war crimes Why global recognition of these crimes is critical",2
"You didn’t state any facts, Putin does not want peace, peace for Russia without Ukraines surrender means Putin gets killed all he’s doing is escalating attacks and delaying peace talks so he can continue to kill Ukrainians.",2
"Russian drone strike on a multi-story residential building in Kyiv.  You can see that the drone was not shot down by air defense. It was deliberately aimed at civilians. The goal of the Russian army is to kill women and children in Ukraine. As a result of this attack, an entire family was killed. Including a 4-year-old girl  Only an idiot can believe after this that Putin wants peace. Putin wants genocide of Ukrainians.",2
And now our politicians want to send troops to Ukraine over a historical baggage conflict 🤦.The Ukraine-Russia war stinks; we should stay out of it! - 68% speak Russian fluently; 30% native language. - 1654 to 1917: Part of Russia. - 1917 to 1991: Part of the USSR,1
"Unfortunately, America has become complicit in genocide, now.  We must back Ukraine again, fully.  These massive attacks by Russia on civilians in Sumy, in Odesa, in Kherson, in Zaporizhzhia, in Kharkiv, in Kyiv, are all proof of the inhumanity of Russia.  And, the acts of Ukrainians, like kneeling as a funeral procession passes or the Moment of Honor every morning at 9:00am, or the photographs on gravestones, show how love is part of their culture.  And I saw a video of Ukrainians women defenders making Ukrainians Easter eggs with a picture of their fallen comrade, combat medic Iryna 'Cheka' Tsybukh, on the table.  As one defender said to me about that, 'I hope most countries could adapt the culture of love...'  All of these are proof Ukraine never was Russia. Their cultures are entirely different.  Humanity could learn a lot from Ukraine and Ukrainians on how you keep all of your countrymen and women present today even when they have been lost in this war. It isn't just memory, it is presence, real and current. It is awe inspiring, truly.  #ArmUkraine #Sanctions on #Russia. #DefeatRussia #StandWithUkraine.",2
'We're still waiting for you' — Zelensky reiterates invitation for JD Vance to visit Ukraine. President Volodymyr Zelensky once again invited U.S. Vice President JD Vance to visit Ukraine during a recent phone call. https://kyivindependent.com/were-still-waiting-for-you-zelensky-reiterates-invitation-for-jd-vance-to-visit-ukraine/,2
"'Slaughtered like chickens': Eritrea heavily involved in Tigray conflict, say eyewitnesses. #TigrayGenocied #EritreanTroopsOutOfTigray @UNGeneva @_AfricanUnion @_AfricanUnion @POTUS @VP @USUN @DavidAltonHL @BradSherman @UN @UN_HRC @UN_HRC @hrw @USUN @HRC",1
🔥BREAKING NEWS!!!🔥 Israel Moving Toward Full Occupation of Gaza – What Comes Next?,1
"If it’s true that the President of the United States had no idea that his war cabinet and VP were discussing war plans on a Signal chat that included a journalist, that is astounding ignorance and profound incompetence.",1
"Steve Witkoff's controversial comments on the Russian-occupied territories of Ukraine have prompted criticism from Ukrainian lawmakers, with one even calling for the envoy's removal from the negotiations to end Moscow's full-scale invasion. https://kyivindependent.com/absolutely-unacceptable-ukrainian-mps-react-to-witkoffs-statements-on-occupied-territories/",2
"We probably bought the watch, besides we’ve @JoeBiden financed his war with Putin for long enough. Bring them to peace talks and let’s move on.",0
"Il capo della commissione Esteri del parlamento 🇺🇦, Merezhko, a @radiosvoboda: 'questa persona (@SteveWitkoff) dovrebbe essere rimossa da questa delegazione (…) perché o è totalmente poco professionale o ripete semplicemente le narrazioni di putin'.",2
"In Kyiv the Nazi Berkut financed by Yanukovych shot 100 Ukrainian civilians, in Crimea it was the little green men who tortured and shot civilians https://en.wikipedia.org/wiki/Annexation_of_Crimea_by_the_Russian_Federation",2
"Putin has ordered Russian diplomats to stall during peace talks with the US over Ukraine and play for time as he seeks further gains on the battlefield, reports the Moscow Times https://www.moscowtimes.ru/2025/03/24/dokopatsya-dokazhdoi-zapyatoi-putin-poruchil-diplomatam-zatyagivat-mirnie-peregovori-po-ukraine-a158941",0
"A number of EU countries rejected Kallas's plan for weapons for Ukraine La Stampa: Italy and some countries did not accept Callas' plan for weapons for Kyiv: Italy, Spain, Portugal and France rejected Kaja Kallas' plan 'to provide Ukraine with weapons worth €40 billion, the Italian newspaper La Stampa reported on March 20. At the same time, it is assumed that the amount may drop to €5 billion due to the refusal of states to provide financial support in the amount of €40 billion.",2
"Ter nuance. Ik ben mordicus tegen ieder conflict met Rusland. En een gewapende interventie in Oekraine door de EU/NATO is pure zelfmoord. Maar ik moet eerlijk zijn. Het propagandistische oorlogsgeronk tegen Rusland werkt heel verwarrend en verontrustend. Het échte gevaar komt ergens anders vandaan. Bekijk het eens breder. Als de VS afscheid neemt van GB/West Europa is West Europa, direct militair uitgeput. En zijn de landen van West Europa per ommegaande volkomen weerloos. We hebben dan, na 25 jaar roofbouw, bezuiniging en de materiaal drain naar Oekraine, militair niks meer over. Amper soldaten. Geen voorraden, geen wapens. Geen techniek. Amper organisatie. Slagkracht 0. Zolang een (Nederlandse) krijgsmacht weer op wordt gebouwd, professioneel, met puur defensie als doel, desnoods collectief, ben ik eigenlijk wel voor. Puur uit levensbehoud, mind you. Besef dat als de USA zich terugtrekt, vooral de decadente, rijke, West EU in een bizar machtsvacuüm komt te liggen. Levensgevaarlijk, want een vacuüm blijft nooit lang leeg. Rusland zal ons, als we niet al te idioot doen, niet aanvallen. Daar ben ik van overtuigd. Die stoppen bij Transnistrië. Maar woedende elementen uit Oekraine kunnen zich, als hulp en geldstroom stoppen, wel eens westwaarts gaan richten. Turkije kan zich wel eens richting Griekenland, Bulgarije en Cyprus bewegen. Sterker nog Israel en of IS/ISIS/ kan wel eens de pont pakken met hun Toyota Hilux colonne. Niemand houdt ze tegen. Candy from a baby. Ik ben niet tegen een leger. Het leger had nooit afgeschaft mogen worden. Dat onze politieke leiding corrupt, idioot en zwaar gestoord is, en zich op de verkeerde vijand richt en het verkeerde gevaar, doet daar niks aan af. Overigens. Ik denk eigenlijk dat het al te laat is. Een soepel werkende geintegreerde krijgsmacht opbouwen kost minstens 10 jaar. het vraagt om nieuwe techniek, nieuwe strategie, nieuwe energie en vooral een nieuwe mentaliteit. En vooral dat laatste zal een onmogelijke opgave blijken te zijn. Ze hadden al die tijd toenadering tot Rusland moeten zoeken. En daarvoor is het vrees ik, nu te laat.",0
Yes. For Russia & Putin NATO is a very very terrorist organisation. 🙏,0
"🇺🇦🇺🇸 Ukrainian Defense Minister Rustem Umerov confirmed Ukraine has begun talks with the U.S. delegation in Riyadh. The focus: securing a just peace and strengthening Ukraine’s security. Discussions include protecting energy infrastructure and complex military-technical matters, with energy experts and military representatives present.",2
"Although there have been talks of peace, they meant nothing to Russia, and Ukraine had to retaliate. Russia-Ukraine War: Russia And Ukraine Exchange Deadly Attacks https://youtu.be/Ca_IgY4iniI?si=giXVMmSVXERxoTo8 via @YouTube",0
"2 or 3 weeks ago, Martin Armstrong reported possible NATO war w Russia, coming fr analysis of cash flows into the US. EU countries have massive sovereign debt, covid shots, covid response plus massive migrants, green energy projects scams broke their economies. The link is...?",1
Zelenskyy just walked away from peace talks. He could care less about the Ukraine people,2
"France, Germany, Poland, Italy, Spain & UK sign a joint statement vowing to protect Ukraine’s sovereignty & demanding a role in the peace talks. It’s unprecedented. A western alliance is having to form against a new, twin & united threat: Trump & Putin.",2
"Trump said he'd negotiate peace between Russia and Ukraine. ""I will have it solved within one day, a peace between them."" It's been 62 days, and Traitor Trump's negotiation has only resulted in a surge of Russian assaults on Ukraine. #TrumpIsUnfitForOffice #DemsUnited #wtpBLUE",0
"🔥 #Kremlin seeks to disrupt peace talks , ISW Analysts emphasize that Moscow is intensifying information campaigns accusing Ukraine of war crimes, attacks on Russian infrastructure and violation of agreements with the West. ""The Kremlin has been consistently using information manipulation to undermine international confidence in Ukraine and to split Kyiv and Washington. Moscow seeks to disrupt any negotiations by creating the illusion that Ukraine is an unreliable partner for the West,"" ISW notes.",0
"""Země NATO nemohou nepochopit, že Rusko nemá žádný důvod – geopolitický, politický, ekonomický nebo vojenský – jít do války s NATO. Rusko si nepřeje zhoršovat vztahy; naopak má zájem je rozvíjet.“ – prezident Putin",0
Bloomberg: Britain and the EU want to speed up the delivery of weapons to Ukraine before a ceasefire. The British Foreign Secretary discussed with EU High Representative Kallas the issue of sending more military supplies to Ukraine before a broad temporary ceasefire is reached.,2
"Los resultados en las zonas anexadas hoy por Putin fueron categóricos: votaron a favor de ser ucranianos el 90,13% de los habitantes de Jerson, el 86,33% de Kharkhiv, el 83,38% de Luhansk, el 83,90% de Donetsk, el 90,66% de Zaporiyhia, el 54,19% de Crimea y el 85,38% de Odesa",0
Maybe trump wants to finish the previous batch of weapons that had already been dispatched for delivery by the previous administration? Maybe not,1
"President Trump’s Secretary of State, Marco Rubio, just bypassed Congress to expedite the delivery of approximately $4 billion in new weapons to Israel...",0
This is how callous this administration is just like when Trump Putin was his little resort down in Florida and was showing classified information to other leaders and act like it was nothing this is the same thing! https://www.cnn.com/2025/03/24/politics/yemen-strikes-journalist-cabinet-signal-chat?cid=ios_app,0
Imagine the uproar if Lloyd Austin had been discussing war plans over Signal and inadvertently added a journalist.  We'd be hearing calls for impeachment by now! The double standards are astounding.,1
American and Russian delegations are currently in a meeting right now in Saudi Arabia expanding discussions on peace talks in Ukraine.,1
Ian Proud: Britain Will Slowly Adjust to the US Position on Ukraine to Remain Relevant  https://m.youtube.com/watch?v=boMDNTYbcY0&pp=0gcJCa8AFFPMqEg1,1
UKRAINE PEACE TALKS,2
The Trump admin making their war plans,0
U.S. - Russia peace talks about Ukraine,1
How many Signal chats with sensitive information about military operations are ongoing within the Pentagon right now? Where else are war plans being shared with such abject disregard for our national security? We need answers. Right now.,1
Russia engaged in peace talks but its war with Ukraine continues https://www.upi.com/Top_News/World-News/2025/03/24/Ukraine-Russia-Sumy-Riyadh-United-States/6201742833899/,0
"🇬🇧🇬🇧🇬🇧John Healey British Secretary Of State Discusses Ukraine In British Parliament 🇬🇧 🇬🇧🇬🇧 We will not give up on Ukraine, we will further our commitment to them. We stand strong with our allies especially when they need our help.",2
I thought you would like that idea. Did you see the Polish FM just troll Putin about weapons delivery condition he tried to put into the ceasefire?,2
"US envoy Witkoff optimistic on Ukraine talks, says Putin wants peace https://www.reuters.com/world/us-envoy-witkoff-optimistic-ukraine-talks-says-putin-wants-peace-2025-03-23/",1
Why does RTE call Russian bombings that kill 3 'attacks' but israeli bombings that kill 100s 'strikes'? Is it because strikes sound less savage? 'Course it is. 'RTE news : Child among three killed in Russian drone attack on Kyiv' rte.ie/news/ukraine/2025/032…,2
Putin spiller højt spil i forhandlingerne om Ukraine – her er hans tre målsætninger https://nyheder.tv2.dk/udland/2025-03-24-putin-spiller-hoejt-spil-i-forhandlingerne-om-ukraine-her-er-hans-tre-maalsaetninger,0
"BREAKING: Russia launched a missile attack on the Ukrainian city of Sumy, injuring nearly 80 people, many of them children. Putin is escalating his attacks on Ukraine as the Trump administration continues to give in to all his demands in Ukraine.",0
🚨BREAKING: President Trump has officially halted ALL weapon shipments to Ukraine. Does Trump have your full support on this? A. YES B. NO,0
